id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract	mystery
10.2307/801590	10.2307/801590	The Teaching of English Composition: Its Present Status	William Hawley Davis	The English Journal	6	5	1917-05-01T00:00:00Z	pp. 285-294	National Council of Teachers of English	fla			
10.2307/801564	10.2307/801564	Composition as a Training in Thought	Dudley Miles	The English Journal	2	6	1913-06-01T00:00:00Z	pp. 362-365	National Council of Teachers of English	fla			
10.2307/801147	10.2307/801147	Front Matter		The English Journal	5	4	1916-04-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/800836	10.2307/800836	Questions for the Council	Ernest C. Noyes	The English Journal	1	1	1912-01-01T00:00:00Z	pp. 51-52	National Council of Teachers of English	fla			
10.2307/801556	10.2307/801556	Gammer Gurton's Needle	Grace Humphrey	The English Journal	7	1	1918-01-01T00:00:00Z	pp. 24-28	National Council of Teachers of English	fla			
10.2307/801546	10.2307/801546	A Pearl	L. Herminia Ellis	The English Journal	8	3	1919-03-01T00:00:00Z	p. 193	National Council of Teachers of English	fla			
10.2307/801844	10.2307/801844	Oral Composition in the Secondary School as a Basis for Effective Training in Written Composition	Horace A. Hollister	The English Journal	1	8	1912-10-01T00:00:00Z	pp. 497-501	National Council of Teachers of English	fla			
10.2307/800990	10.2307/800990	The Task of the English Teacher	Margaret Thomson	The English Journal	5	8	1916-10-01T00:00:00Z	pp. 570-571	National Council of Teachers of English	fla			
10.2307/801338	10.2307/801338	Book Notices		The English Journal	4	7	1915-09-01T00:00:00Z	p. 486	National Council of Teachers of English	mis			
10.2307/801215	10.2307/801215	Orpheus and Eurydice: A Love Masque	Dorothea M. C. Kluge	The English Journal	4	10	1915-12-01T00:00:00Z	pp. 664-668	National Council of Teachers of English	fla			
10.2307/801698	10.2307/801698	Orientation in English Composition	Elizabeth Hodgson	The English Journal	3	4	1914-04-01T00:00:00Z	pp. 233-237	National Council of Teachers of English	fla			
10.2307/800970	10.2307/800970	Front Matter		The English Journal	6	8	1917-10-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801453	10.2307/801453	Some Examples of Verse Translation of Latin	Cora V. Heltzell	The English Journal	1	5	1912-05-01T00:00:00Z	pp. 305-308	National Council of Teachers of English	fla			
10.2307/800871	10.2307/800871	High-School English and College English	Harrison R. Steeves	The English Journal	6	3	1917-03-01T00:00:00Z	pp. 146-155	National Council of Teachers of English	fla			
10.2307/800861	10.2307/800861	Why College English Fails	Katherine K. Crosby	The English Journal	3	2	1914-02-01T00:00:00Z	pp. 118-119	National Council of Teachers of English	fla			
10.2307/801661	10.2307/801661	Book Notices		The English Journal	5	3	1916-03-01T00:00:00Z	p. 224	National Council of Teachers of English	mis			
10.2307/801034	10.2307/801034	The Reading Interests of High-School Pupils	G. W. Willett	The English Journal	8	8	1919-10-01T00:00:00Z	pp. 474-487	National Council of Teachers of English	fla			
10.2307/802278	10.2307/802278	Solving the Problem of the Failure in English	Bertie Backus	The English Journal	9	10	1920-12-01T00:00:00Z	pp. 579-583	National Council of Teachers of English	fla			
10.2307/801664	10.2307/801664	Social Procedure in the English Classroom	Charles Robert Gaston	The English Journal	8	1	1919-01-01T00:00:00Z	pp. 1-7	National Council of Teachers of English	fla			
10.2307/801858	10.2307/801858	Theme Subjects for Engineering Students	Sada A. Harbarger	The English Journal	5	9	1916-11-01T00:00:00Z	pp. 620-632	National Council of Teachers of English	fla			
10.2307/801829	10.2307/801829	Devices for Vitalizing Composition Work with Illustrations	Sarah E. Simons	The English Journal	1	10	1912-12-01T00:00:00Z	pp. 628-637	National Council of Teachers of English	fla			
10.2307/801456	10.2307/801456	News and Notes		The English Journal	1	5	1912-05-01T00:00:00Z	pp. 315-318	National Council of Teachers of English	mis			
10.2307/801196	10.2307/801196	A French Method of Teaching Literary Criticism	Charles Cestre	The English Journal	7	6	1918-06-01T00:00:00Z	pp. 355-363	National Council of Teachers of English	fla			
10.2307/801139	10.2307/801139	Editorial: The Policy of the "English Journal". The Master's Thesis		The English Journal	1	6	1912-06-01T00:00:00Z	pp. 375-376	National Council of Teachers of English	fla			
10.2307/801128	10.2307/801128	Charting Errors in English	Margaret Bell Merrill	The English Journal	8	4	1919-04-01T00:00:00Z	pp. 225-233	National Council of Teachers of English	fla			
10.2307/801464	10.2307/801464	A Practical Experiment in Journalism	Cora Dolbee	The English Journal	2	8	1913-10-01T00:00:00Z	pp. 518-520	National Council of Teachers of English	fla			
10.2307/802139	10.2307/802139	Bowling with Grammar	L. J. Mills	The English Journal	9	4	1920-04-01T00:00:00Z	pp. 227-229	National Council of Teachers of English	fla			
10.2307/801192	10.2307/801192	News and Notes	Elizabeth Graeme Barbour	The English Journal	1	2	1912-02-01T00:00:00Z	pp. 124-125	National Council of Teachers of English	mis			
10.2307/802444	10.2307/802444	One Way to Get Social Letters Written	Walter Barnes	The English Journal	9	2	1920-02-01T00:00:00Z	pp. 109-111	National Council of Teachers of English	fla			
10.2307/801142	10.2307/801142	A Second Section of "Another Fable of Bidpai"	D. D. Peele	The English Journal	1	6	1912-06-01T00:00:00Z	pp. 380-381	National Council of Teachers of English	fla			
10.2307/801681	10.2307/801681	The Work of the American Speech Committee of the Chicago Woman's Club, and Notes upon Its School Survey	Mrs. Katharine Knowles Robbins	The English Journal	7	3	1918-03-01T00:00:00Z	pp. 163-176	National Council of Teachers of English	fla			
10.2307/801815	10.2307/801815	Book Notices		The English Journal	5	2	1916-02-01T00:00:00Z	pp. 153-155	National Council of Teachers of English	mis			
10.2307/801707	10.2307/801707	Shall We Study "The Pilgrim's Progress"?	Martha Hale Shackford	The English Journal	5	10	1916-12-01T00:00:00Z	pp. 647-658	National Council of Teachers of English	fla			
10.2307/801566	10.2307/801566	Simple Simon and Other Real Persons	William Hughes Mearns	The English Journal	2	6	1913-06-01T00:00:00Z	pp. 370-379	National Council of Teachers of English	fla			
10.2307/801009	10.2307/801009	News and Notes	George R. Coffman, E. F.	The English Journal	6	4	1917-04-01T00:00:00Z	pp. 272-282	National Council of Teachers of English	mis			
10.2307/801341	10.2307/801341	A High-School Course in Periodical Literature	Allan Abbott	The English Journal	2	7	1913-09-01T00:00:00Z	pp. 422-427	National Council of Teachers of English	fla			
10.2307/801141	10.2307/801141	Shall the Last Be First?	Robert Wilson Neal	The English Journal	1	6	1912-06-01T00:00:00Z	pp. 378-380	National Council of Teachers of English	fla			
10.2307/802071	10.2307/802071	Some Types of Public Speech	Leverett S. Lyon	The English Journal	8	10	1919-12-01T00:00:00Z	pp. 602-609	National Council of Teachers of English	fla			
10.2307/800850	10.2307/800850	Oral English in the College Course	John M. Clapp	The English Journal	2	1	1913-01-01T00:00:00Z	pp. 18-33	National Council of Teachers of English	fla			
10.2307/801281	10.2307/801281	News and Notes	C. P. Cary	The English Journal	6	9	1917-11-01T00:00:00Z	pp. 624-631	National Council of Teachers of English	mis			
10.2307/801230	10.2307/801230	Movies "To the King's Taste"	Linda Rider	The English Journal	7	4	1918-04-01T00:00:00Z	pp. 267-269	National Council of Teachers of English	fla			
10.2307/801061	10.2307/801061	The Forthcoming Report of the Committee on English Composition Teaching	Edwin M. Hopkins	The English Journal	1	9	1912-11-01T00:00:00Z	pp. 568-570	National Council of Teachers of English	fla			
10.2307/801679	10.2307/801679	Front Matter		The English Journal	7	3	1918-03-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801274	10.2307/801274	A Method in Assigning Theme Subjects	Lucy H. McDonald	The English Journal	6	9	1917-11-01T00:00:00Z	pp. 609-612	National Council of Teachers of English	fla			
10.2307/801597	10.2307/801597	Bandmastering the Class-Period	A. Francis Trams	The English Journal	6	5	1917-05-01T00:00:00Z	pp. 338-341	National Council of Teachers of English	fla			
10.2307/801820	10.2307/801820	Report of the Committee on the Preparation of College Teachers of English		The English Journal	5	1	1916-01-01T00:00:00Z	pp. 20-32	National Council of Teachers of English	fla			
10.2307/801266	10.2307/801266	Standards in English Expression	J. F. H.	The English Journal	7	2	1918-02-01T00:00:00Z	pp. 147-148	National Council of Teachers of English	brv	Speaking and Writing English|Bernard M. Sheridan, Standards in English|John J. Mahoney		
10.2307/801462	10.2307/801462	English Work in a Private School	Jessie Orr White	The English Journal	2	8	1913-10-01T00:00:00Z	pp. 505-512	National Council of Teachers of English	fla			
10.2307/801422	10.2307/801422	Back Matter		The English Journal	7	10	1918-12-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/800932	10.2307/800932	News and Notes	Claudia E. Crumpton	The English Journal	7	8	1918-10-01T00:00:00Z	pp. 539-547	National Council of Teachers of English	mis			
10.2307/801252	10.2307/801252	Book Notices		The English Journal	8	9	1919-11-01T00:00:00Z	pp. 591-592	National Council of Teachers of English	mis			
10.2307/801372	10.2307/801372	Some Misconceptions regarding English Work	Roland S. Keyser	The English Journal	4	8	1915-10-01T00:00:00Z	pp. 513-522	National Council of Teachers of English	fla			
10.2307/801729	10.2307/801729	Editorial: A New Department. The Council Meeting. The Death of Mr. Guild		The English Journal	3	8	1914-10-01T00:00:00Z	pp. 519-520	National Council of Teachers of English	fla			
10.2307/801873	10.2307/801873	Editorial: The Stratford Conference. Separation or Differentiation? Change of Address. Omissions Last Month		The English Journal	3	6	1914-06-01T00:00:00Z	pp. 389-390	National Council of Teachers of English	fla			
10.2307/801752	10.2307/801752	Once More	T. E. Rankin	The English Journal	7	9	1918-11-01T00:00:00Z	pp. 570-575	National Council of Teachers of English	fla			
10.2307/801807	10.2307/801807	The Teaching of Versification in the High School	Eleanora F. Deem	The English Journal	5	2	1916-02-01T00:00:00Z	pp. 119-130	National Council of Teachers of English	fla			
10.2307/801817	10.2307/801817	Front Matter		The English Journal	5	1	1916-01-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801056	10.2307/801056	Poetic Triteness	Simeon Conant Smith	The English Journal	1	9	1912-11-01T00:00:00Z	pp. 547-551	National Council of Teachers of English	fla			
10.2307/801801	10.2307/801801	Book Notices		The English Journal	4	2	1915-02-01T00:00:00Z	pp. 142-143	National Council of Teachers of English	mis			
10.2307/802663	10.2307/802663	Ethical Training through the Teaching of English	Mary F. Farnsworth	The English Journal	9	8	1920-10-01T00:00:00Z	pp. 469-471	National Council of Teachers of English	fla			
10.2307/801101	10.2307/801101	The English Teacher and the Philistines	J. Milnor Dorey	The English Journal	6	7	1917-09-01T00:00:00Z	pp. 454-462	National Council of Teachers of English	fla			
10.2307/801727	10.2307/801727	Separating Composition from Literature in the High School	Edwin L. Miller, Ellen F. P. Peake	The English Journal	3	8	1914-10-01T00:00:00Z	pp. 500-515	National Council of Teachers of English	fla			
10.2307/801148	10.2307/801148	The Teacher of Composition as Literary Craftsman	R. E. Stauffer	The English Journal	5	4	1916-04-01T00:00:00Z	pp. 225-232	National Council of Teachers of English	fla			
10.2307/801117	10.2307/801117	Bowing down before the God of Punctuation	E. Dudley Parsons	The English Journal	4	9	1915-11-01T00:00:00Z	pp. 598-599	National Council of Teachers of English	fla			
10.2307/801108	10.2307/801108	News and Notes	Claud Howard, Clarence D. Thorpe, Harry G. Paul, James W. Tupper, Edwin M. Hopkins, George R. Coffman, Edward W. Bowen, Cora M. Rawlins, Edwin Greenlaw, George A. Wauchope, Frederick M. Padelford, Mary Meek Atkeson	The English Journal	6	7	1917-09-01T00:00:00Z	pp. 479-512	National Council of Teachers of English	mis			
10.2307/801868	10.2307/801868	Student-Aims in English	T. W. Gosling	The English Journal	3	6	1914-06-01T00:00:00Z	pp. 367-370	National Council of Teachers of English	fla			
10.2307/800902	10.2307/800902	A Plea for a More Direct Method in Teaching English	Sidney Hayes Cox	The English Journal	4	5	1915-05-01T00:00:00Z	pp. 304-310	National Council of Teachers of English	fla			
10.2307/801039	10.2307/801039	Editorial: To Boston		The English Journal	8	8	1919-10-01T00:00:00Z	p. 507	National Council of Teachers of English	fla			
10.2307/801119	10.2307/801119	[Letter from Elizabeth Avery Colton]	Elizabeth Avery Colton	The English Journal	4	9	1915-11-01T00:00:00Z	pp. 601-602	National Council of Teachers of English	fla			
10.2307/801324	10.2307/801324	A New Edition of the "Golden Treasury"	Elmer W. Smith	The English Journal	5	6	1916-06-01T00:00:00Z	pp. 443-445	National Council of Teachers of English	brv	Palgrave's Golden Treasury|Walter Barnes		
10.2307/800856	10.2307/800856	The Teaching of Simplified Spelling in Normal and Elementary Schools	W. H. Wilcox	The English Journal	3	2	1914-02-01T00:00:00Z	pp. 78-85	National Council of Teachers of English	fla			
10.2307/801418	10.2307/801418	The Song of the English Teacher	A. B. H.	The English Journal	7	10	1918-12-01T00:00:00Z	pp. 660-661	National Council of Teachers of English	fla			
10.2307/801383	10.2307/801383	A Partial Substitute for the Theme	Martha Hale Shackford	The English Journal	1	4	1912-04-01T00:00:00Z	pp. 208-213	National Council of Teachers of English	fla			
10.2307/802745	10.2307/802745	Front Matter		The English Journal	9	1	1920-01-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802179	10.2307/802179	Front Matter		The English Journal	9	5	1920-05-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801028	10.2307/801028	News and Notes		The English Journal	2	9	1913-11-01T00:00:00Z	pp. 600-604	National Council of Teachers of English	mis			
10.2307/801021	10.2307/801021	Bibliographies, Briefs, and Oral Exposition in Normal Schools	S. Chester Parker	The English Journal	2	9	1913-11-01T00:00:00Z	pp. 546-550	National Council of Teachers of English	fla			
10.2307/800973	10.2307/800973	An Experiment in Problem-Teaching	A. Bess Clark	The English Journal	6	8	1917-10-01T00:00:00Z	pp. 535-538	National Council of Teachers of English	fla			
10.2307/801133	10.2307/801133	Back Matter		The English Journal	8	4	1919-04-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801770	10.2307/801770	The Teacher	W. H. McCreary	The English Journal	8	5	1919-05-01T00:00:00Z	p. 326	National Council of Teachers of English	fla			
10.2307/800853	10.2307/800853	News and Notes	Edwin Fairley, Alda M. Stephens, J. Milnor Dorey, E. C. Baldwin	The English Journal	2	1	1913-01-01T00:00:00Z	pp. 61-68	National Council of Teachers of English	mis			
10.2307/801175	10.2307/801175	The Reign of Red Ink	Walter Barnes	The English Journal	2	3	1913-03-01T00:00:00Z	pp. 158-165	National Council of Teachers of English	fla			
10.2307/801682	10.2307/801682	Organizing for Patriotic Work in English Classes	C. C. Certain	The English Journal	7	3	1918-03-01T00:00:00Z	pp. 177-186	National Council of Teachers of English	fla			
